yields|title|instructions|modifications|link|unit|amount|item
4.0|Quiche Lorraine|"(Für eine Quiche-Form von 27-30cm Durchmesser)

Die Zutaten für den Teig in eine Rührschüssel geben und vermischen.

Den Teig kneten und anschließend 30 Minuten in den Kühlschrank stellen.

Ausrollen (evtl. ein kleines Stück für den Rand auf die Seite legen).

In eine befettete Quiche-Form hineinlegen und den Rand belegen.


Speckwürfel anbraten, Zwiebel dazu und anrösten.

Eier trennen und Schnee schlagen.

Eigelb, Milch und Crème Fraiche vermischen. Käse und restliche Zutaten dazugeben und vermischen.

Schließlich den Schnee darunterheben.



Backrohr auf 200 Grad Heißluft vorheizen.

Evtl. den Teig 5 Minuten auf Unterhitze vorbacken.

Die Fülle dazu und 25 Minuten backen."|||g|200.0|Speckwürfel mager
4.0|Quiche Lorraine|"(Für eine Quiche-Form von 27-30cm Durchmesser)

Die Zutaten für den Teig in eine Rührschüssel geben und vermischen.

Den Teig kneten und anschließend 30 Minuten in den Kühlschrank stellen.

Ausrollen (evtl. ein kleines Stück für den Rand auf die Seite legen).

In eine befettete Quiche-Form hineinlegen und den Rand belegen.


Speckwürfel anbraten, Zwiebel dazu und anrösten.

Eier trennen und Schnee schlagen.

Eigelb, Milch und Crème Fraiche vermischen. Käse und restliche Zutaten dazugeben und vermischen.

Schließlich den Schnee darunterheben.



Backrohr auf 200 Grad Heißluft vorheizen.

Evtl. den Teig 5 Minuten auf Unterhitze vorbacken.

Die Fülle dazu und 25 Minuten backen."|||Bund|1.0|Frühlingszwiebel
4.0|Quiche Lorraine|"(Für eine Quiche-Form von 27-30cm Durchmesser)

Die Zutaten für den Teig in eine Rührschüssel geben und vermischen.

Den Teig kneten und anschließend 30 Minuten in den Kühlschrank stellen.

Ausrollen (evtl. ein kleines Stück für den Rand auf die Seite legen).

In eine befettete Quiche-Form hineinlegen und den Rand belegen.


Speckwürfel anbraten, Zwiebel dazu und anrösten.

Eier trennen und Schnee schlagen.

Eigelb, Milch und Crème Fraiche vermischen. Käse und restliche Zutaten dazugeben und vermischen.

Schließlich den Schnee darunterheben.



Backrohr auf 200 Grad Heißluft vorheizen.

Evtl. den Teig 5 Minuten auf Unterhitze vorbacken.

Die Fülle dazu und 25 Minuten backen."|||Stück|5.0|Eier
4.0|Quiche Lorraine|"(Für eine Quiche-Form von 27-30cm Durchmesser)

Die Zutaten für den Teig in eine Rührschüssel geben und vermischen.

Den Teig kneten und anschließend 30 Minuten in den Kühlschrank stellen.

Ausrollen (evtl. ein kleines Stück für den Rand auf die Seite legen).

In eine befettete Quiche-Form hineinlegen und den Rand belegen.


Speckwürfel anbraten, Zwiebel dazu und anrösten.

Eier trennen und Schnee schlagen.

Eigelb, Milch und Crème Fraiche vermischen. Käse und restliche Zutaten dazugeben und vermischen.

Schließlich den Schnee darunterheben.



Backrohr auf 200 Grad Heißluft vorheizen.

Evtl. den Teig 5 Minuten auf Unterhitze vorbacken.

Die Fülle dazu und 25 Minuten backen."|||ml|300.0|Crème Fraiche
4.0|Quiche Lorraine|"(Für eine Quiche-Form von 27-30cm Durchmesser)

Die Zutaten für den Teig in eine Rührschüssel geben und vermischen.

Den Teig kneten und anschließend 30 Minuten in den Kühlschrank stellen.

Ausrollen (evtl. ein kleines Stück für den Rand auf die Seite legen).

In eine befettete Quiche-Form hineinlegen und den Rand belegen.


Speckwürfel anbraten, Zwiebel dazu und anrösten.

Eier trennen und Schnee schlagen.

Eigelb, Milch und Crème Fraiche vermischen. Käse und restliche Zutaten dazugeben und vermischen.

Schließlich den Schnee darunterheben.



Backrohr auf 200 Grad Heißluft vorheizen.

Evtl. den Teig 5 Minuten auf Unterhitze vorbacken.

Die Fülle dazu und 25 Minuten backen."|||ml|200.0|Milch
4.0|Quiche Lorraine|"(Für eine Quiche-Form von 27-30cm Durchmesser)

Die Zutaten für den Teig in eine Rührschüssel geben und vermischen.

Den Teig kneten und anschließend 30 Minuten in den Kühlschrank stellen.

Ausrollen (evtl. ein kleines Stück für den Rand auf die Seite legen).

In eine befettete Quiche-Form hineinlegen und den Rand belegen.


Speckwürfel anbraten, Zwiebel dazu und anrösten.

Eier trennen und Schnee schlagen.

Eigelb, Milch und Crème Fraiche vermischen. Käse und restliche Zutaten dazugeben und vermischen.

Schließlich den Schnee darunterheben.



Backrohr auf 200 Grad Heißluft vorheizen.

Evtl. den Teig 5 Minuten auf Unterhitze vorbacken.

Die Fülle dazu und 25 Minuten backen."|||||Salz
4.0|Quiche Lorraine|"(Für eine Quiche-Form von 27-30cm Durchmesser)

Die Zutaten für den Teig in eine Rührschüssel geben und vermischen.

Den Teig kneten und anschließend 30 Minuten in den Kühlschrank stellen.

Ausrollen (evtl. ein kleines Stück für den Rand auf die Seite legen).

In eine befettete Quiche-Form hineinlegen und den Rand belegen.


Speckwürfel anbraten, Zwiebel dazu und anrösten.

Eier trennen und Schnee schlagen.

Eigelb, Milch und Crème Fraiche vermischen. Käse und restliche Zutaten dazugeben und vermischen.

Schließlich den Schnee darunterheben.



Backrohr auf 200 Grad Heißluft vorheizen.

Evtl. den Teig 5 Minuten auf Unterhitze vorbacken.

Die Fülle dazu und 25 Minuten backen."|||||Pfeffer
4.0|Quiche Lorraine|"(Für eine Quiche-Form von 27-30cm Durchmesser)

Die Zutaten für den Teig in eine Rührschüssel geben und vermischen.

Den Teig kneten und anschließend 30 Minuten in den Kühlschrank stellen.

Ausrollen (evtl. ein kleines Stück für den Rand auf die Seite legen).

In eine befettete Quiche-Form hineinlegen und den Rand belegen.


Speckwürfel anbraten, Zwiebel dazu und anrösten.

Eier trennen und Schnee schlagen.

Eigelb, Milch und Crème Fraiche vermischen. Käse und restliche Zutaten dazugeben und vermischen.

Schließlich den Schnee darunterheben.



Backrohr auf 200 Grad Heißluft vorheizen.

Evtl. den Teig 5 Minuten auf Unterhitze vorbacken.

Die Fülle dazu und 25 Minuten backen."|||||Muskatnuss
4.0|Quiche Lorraine|"(Für eine Quiche-Form von 27-30cm Durchmesser)

Die Zutaten für den Teig in eine Rührschüssel geben und vermischen.

Den Teig kneten und anschließend 30 Minuten in den Kühlschrank stellen.

Ausrollen (evtl. ein kleines Stück für den Rand auf die Seite legen).

In eine befettete Quiche-Form hineinlegen und den Rand belegen.


Speckwürfel anbraten, Zwiebel dazu und anrösten.

Eier trennen und Schnee schlagen.

Eigelb, Milch und Crème Fraiche vermischen. Käse und restliche Zutaten dazugeben und vermischen.

Schließlich den Schnee darunterheben.



Backrohr auf 200 Grad Heißluft vorheizen.

Evtl. den Teig 5 Minuten auf Unterhitze vorbacken.

Die Fülle dazu und 25 Minuten backen."|||||Kräuter der Provence
8.0|Krautrouladen|"Bei den Krauthäupeln durch einen kegelförmigen Schnitt den Strunk so entfernen, dass die obersten Blätter heruntergelöst werden können. Von jedem Häupel je 8 Blätter lösen.

Die Krautblätter blanchieren.

Zwiebel rösten und abkühlen lassen.

Das Faschierte mit den Speckwürfeln, den Zwiebeln, den Semmelbröseln, dem Ei, Paprika, Salz und Pfeffer vermischen und für jedes Krautblatt eine Fleischrolle formen.

Die Fleischrollen in das Kraut einwickeln und die Rouladen mit Küchengarn fixieren.

Die Rouladen scharf anbraten (sollen möglichst dunkelbraun werden).

Die Rouladen beiseite stellen und das Tomatenmark kurz mitrösten. Mit Suppe aufgießen.

Die Rouladen dazugeben und 30-45 Minuten (220 Grad Heißluft im Backofen mit Deckel) schmoren lassen.

Die Rouladen herausheben und warmstellen.

Sauerrahm und Maizena verrühren und die Sauce damit binden. Sauce abschmecken."|||St.|2.0|Weißkraut
8.0|Krautrouladen|"Bei den Krauthäupeln durch einen kegelförmigen Schnitt den Strunk so entfernen, dass die obersten Blätter heruntergelöst werden können. Von jedem Häupel je 8 Blätter lösen.

Die Krautblätter blanchieren.

Zwiebel rösten und abkühlen lassen.

Das Faschierte mit den Speckwürfeln, den Zwiebeln, den Semmelbröseln, dem Ei, Paprika, Salz und Pfeffer vermischen und für jedes Krautblatt eine Fleischrolle formen.

Die Fleischrollen in das Kraut einwickeln und die Rouladen mit Küchengarn fixieren.

Die Rouladen scharf anbraten (sollen möglichst dunkelbraun werden).

Die Rouladen beiseite stellen und das Tomatenmark kurz mitrösten. Mit Suppe aufgießen.

Die Rouladen dazugeben und 30-45 Minuten (220 Grad Heißluft im Backofen mit Deckel) schmoren lassen.

Die Rouladen herausheben und warmstellen.

Sauerrahm und Maizena verrühren und die Sauce damit binden. Sauce abschmecken."|||g|1500.0|gemischtes Faschiertes
8.0|Krautrouladen|"Bei den Krauthäupeln durch einen kegelförmigen Schnitt den Strunk so entfernen, dass die obersten Blätter heruntergelöst werden können. Von jedem Häupel je 8 Blätter lösen.

Die Krautblätter blanchieren.

Zwiebel rösten und abkühlen lassen.

Das Faschierte mit den Speckwürfeln, den Zwiebeln, den Semmelbröseln, dem Ei, Paprika, Salz und Pfeffer vermischen und für jedes Krautblatt eine Fleischrolle formen.

Die Fleischrollen in das Kraut einwickeln und die Rouladen mit Küchengarn fixieren.

Die Rouladen scharf anbraten (sollen möglichst dunkelbraun werden).

Die Rouladen beiseite stellen und das Tomatenmark kurz mitrösten. Mit Suppe aufgießen.

Die Rouladen dazugeben und 30-45 Minuten (220 Grad Heißluft im Backofen mit Deckel) schmoren lassen.

Die Rouladen herausheben und warmstellen.

Sauerrahm und Maizena verrühren und die Sauce damit binden. Sauce abschmecken."|||g|200.0|Speckwürfel
8.0|Krautrouladen|"Bei den Krauthäupeln durch einen kegelförmigen Schnitt den Strunk so entfernen, dass die obersten Blätter heruntergelöst werden können. Von jedem Häupel je 8 Blätter lösen.

Die Krautblätter blanchieren.

Zwiebel rösten und abkühlen lassen.

Das Faschierte mit den Speckwürfeln, den Zwiebeln, den Semmelbröseln, dem Ei, Paprika, Salz und Pfeffer vermischen und für jedes Krautblatt eine Fleischrolle formen.

Die Fleischrollen in das Kraut einwickeln und die Rouladen mit Küchengarn fixieren.

Die Rouladen scharf anbraten (sollen möglichst dunkelbraun werden).

Die Rouladen beiseite stellen und das Tomatenmark kurz mitrösten. Mit Suppe aufgießen.

Die Rouladen dazugeben und 30-45 Minuten (220 Grad Heißluft im Backofen mit Deckel) schmoren lassen.

Die Rouladen herausheben und warmstellen.

Sauerrahm und Maizena verrühren und die Sauce damit binden. Sauce abschmecken."|||||Olivenöl
8.0|Krautrouladen|"Bei den Krauthäupeln durch einen kegelförmigen Schnitt den Strunk so entfernen, dass die obersten Blätter heruntergelöst werden können. Von jedem Häupel je 8 Blätter lösen.

Die Krautblätter blanchieren.

Zwiebel rösten und abkühlen lassen.

Das Faschierte mit den Speckwürfeln, den Zwiebeln, den Semmelbröseln, dem Ei, Paprika, Salz und Pfeffer vermischen und für jedes Krautblatt eine Fleischrolle formen.

Die Fleischrollen in das Kraut einwickeln und die Rouladen mit Küchengarn fixieren.

Die Rouladen scharf anbraten (sollen möglichst dunkelbraun werden).

Die Rouladen beiseite stellen und das Tomatenmark kurz mitrösten. Mit Suppe aufgießen.

Die Rouladen dazugeben und 30-45 Minuten (220 Grad Heißluft im Backofen mit Deckel) schmoren lassen.

Die Rouladen herausheben und warmstellen.

Sauerrahm und Maizena verrühren und die Sauce damit binden. Sauce abschmecken."|||TL|3.0|Paprikapulver (süß und scharf)
8.0|Krautrouladen|"Bei den Krauthäupeln durch einen kegelförmigen Schnitt den Strunk so entfernen, dass die obersten Blätter heruntergelöst werden können. Von jedem Häupel je 8 Blätter lösen.

Die Krautblätter blanchieren.

Zwiebel rösten und abkühlen lassen.

Das Faschierte mit den Speckwürfeln, den Zwiebeln, den Semmelbröseln, dem Ei, Paprika, Salz und Pfeffer vermischen und für jedes Krautblatt eine Fleischrolle formen.

Die Fleischrollen in das Kraut einwickeln und die Rouladen mit Küchengarn fixieren.

Die Rouladen scharf anbraten (sollen möglichst dunkelbraun werden).

Die Rouladen beiseite stellen und das Tomatenmark kurz mitrösten. Mit Suppe aufgießen.

Die Rouladen dazugeben und 30-45 Minuten (220 Grad Heißluft im Backofen mit Deckel) schmoren lassen.

Die Rouladen herausheben und warmstellen.

Sauerrahm und Maizena verrühren und die Sauce damit binden. Sauce abschmecken."|||EL|2.0|Tomatenmark
8.0|Krautrouladen|"Bei den Krauthäupeln durch einen kegelförmigen Schnitt den Strunk so entfernen, dass die obersten Blätter heruntergelöst werden können. Von jedem Häupel je 8 Blätter lösen.

Die Krautblätter blanchieren.

Zwiebel rösten und abkühlen lassen.

Das Faschierte mit den Speckwürfeln, den Zwiebeln, den Semmelbröseln, dem Ei, Paprika, Salz und Pfeffer vermischen und für jedes Krautblatt eine Fleischrolle formen.

Die Fleischrollen in das Kraut einwickeln und die Rouladen mit Küchengarn fixieren.

Die Rouladen scharf anbraten (sollen möglichst dunkelbraun werden).

Die Rouladen beiseite stellen und das Tomatenmark kurz mitrösten. Mit Suppe aufgießen.

Die Rouladen dazugeben und 30-45 Minuten (220 Grad Heißluft im Backofen mit Deckel) schmoren lassen.

Die Rouladen herausheben und warmstellen.

Sauerrahm und Maizena verrühren und die Sauce damit binden. Sauce abschmecken."|||St.|2.0|Zwiebel
8.0|Krautrouladen|"Bei den Krauthäupeln durch einen kegelförmigen Schnitt den Strunk so entfernen, dass die obersten Blätter heruntergelöst werden können. Von jedem Häupel je 8 Blätter lösen.

Die Krautblätter blanchieren.

Zwiebel rösten und abkühlen lassen.

Das Faschierte mit den Speckwürfeln, den Zwiebeln, den Semmelbröseln, dem Ei, Paprika, Salz und Pfeffer vermischen und für jedes Krautblatt eine Fleischrolle formen.

Die Fleischrollen in das Kraut einwickeln und die Rouladen mit Küchengarn fixieren.

Die Rouladen scharf anbraten (sollen möglichst dunkelbraun werden).

Die Rouladen beiseite stellen und das Tomatenmark kurz mitrösten. Mit Suppe aufgießen.

Die Rouladen dazugeben und 30-45 Minuten (220 Grad Heißluft im Backofen mit Deckel) schmoren lassen.

Die Rouladen herausheben und warmstellen.

Sauerrahm und Maizena verrühren und die Sauce damit binden. Sauce abschmecken."|||ml|500.0|Suppe
8.0|Krautrouladen|"Bei den Krauthäupeln durch einen kegelförmigen Schnitt den Strunk so entfernen, dass die obersten Blätter heruntergelöst werden können. Von jedem Häupel je 8 Blätter lösen.

Die Krautblätter blanchieren.

Zwiebel rösten und abkühlen lassen.

Das Faschierte mit den Speckwürfeln, den Zwiebeln, den Semmelbröseln, dem Ei, Paprika, Salz und Pfeffer vermischen und für jedes Krautblatt eine Fleischrolle formen.

Die Fleischrollen in das Kraut einwickeln und die Rouladen mit Küchengarn fixieren.

Die Rouladen scharf anbraten (sollen möglichst dunkelbraun werden).

Die Rouladen beiseite stellen und das Tomatenmark kurz mitrösten. Mit Suppe aufgießen.

Die Rouladen dazugeben und 30-45 Minuten (220 Grad Heißluft im Backofen mit Deckel) schmoren lassen.

Die Rouladen herausheben und warmstellen.

Sauerrahm und Maizena verrühren und die Sauce damit binden. Sauce abschmecken."|||||Semmelbrösel
8.0|Krautrouladen|"Bei den Krauthäupeln durch einen kegelförmigen Schnitt den Strunk so entfernen, dass die obersten Blätter heruntergelöst werden können. Von jedem Häupel je 8 Blätter lösen.

Die Krautblätter blanchieren.

Zwiebel rösten und abkühlen lassen.

Das Faschierte mit den Speckwürfeln, den Zwiebeln, den Semmelbröseln, dem Ei, Paprika, Salz und Pfeffer vermischen und für jedes Krautblatt eine Fleischrolle formen.

Die Fleischrollen in das Kraut einwickeln und die Rouladen mit Küchengarn fixieren.

Die Rouladen scharf anbraten (sollen möglichst dunkelbraun werden).

Die Rouladen beiseite stellen und das Tomatenmark kurz mitrösten. Mit Suppe aufgießen.

Die Rouladen dazugeben und 30-45 Minuten (220 Grad Heißluft im Backofen mit Deckel) schmoren lassen.

Die Rouladen herausheben und warmstellen.

Sauerrahm und Maizena verrühren und die Sauce damit binden. Sauce abschmecken."|||St.|1.0|Ei
8.0|Krautrouladen|"Bei den Krauthäupeln durch einen kegelförmigen Schnitt den Strunk so entfernen, dass die obersten Blätter heruntergelöst werden können. Von jedem Häupel je 8 Blätter lösen.

Die Krautblätter blanchieren.

Zwiebel rösten und abkühlen lassen.

Das Faschierte mit den Speckwürfeln, den Zwiebeln, den Semmelbröseln, dem Ei, Paprika, Salz und Pfeffer vermischen und für jedes Krautblatt eine Fleischrolle formen.

Die Fleischrollen in das Kraut einwickeln und die Rouladen mit Küchengarn fixieren.

Die Rouladen scharf anbraten (sollen möglichst dunkelbraun werden).

Die Rouladen beiseite stellen und das Tomatenmark kurz mitrösten. Mit Suppe aufgießen.

Die Rouladen dazugeben und 30-45 Minuten (220 Grad Heißluft im Backofen mit Deckel) schmoren lassen.

Die Rouladen herausheben und warmstellen.

Sauerrahm und Maizena verrühren und die Sauce damit binden. Sauce abschmecken."|||||Salz
